song_id,title,album,is_outtake
71,HEARTS OF STONE,Darkness On The Edge Of Town,1
72,ICEMAN,Darkness On The Edge Of Town,1
73,IT'S A SHAME,Darkness On The Edge Of Town,1
74,ONE WAY STREET,Darkness On The Edge Of Town,1
75,OUTSIDE LOOKING IN,Darkness On The Edge Of Town,1
76,RACING IN THE STREET ('78),Darkness On The Edge Of Town,1
77,RENDEZVOUS,Darkness On The Edge Of Town,1
78,SAVE MY LOVE,Darkness On The Edge Of Town,1
79,SO YOUNG AND IN LOVE,Darkness On The Edge Of Town,1
80,SOMEDAY (WE'LL BE TOGETHER),Darkness On The Edge Of Town,1
81,SPANISH EYES,Darkness On The Edge Of Town,1
82,TALK TO ME,Darkness On The Edge Of Town,1
83,THE BROKENHEARTED,Darkness On The Edge Of Town,1
84,THE LITTLE THINGS (MY BABY DOES),Darkness On The Edge Of Town,1
85,THE PROMISE,Darkness On The Edge Of Town,1
86,THE WAY,Darkness On The Edge Of Town,1
87,WRONG SIDE OF THE STREET,Darkness On The Edge Of Town,1
88,RAMROD*,Darkness On The Edge Of Town,1
89,THE TIES THAT BIND,The River,0
90,SHERRY DARLING,The River,0
91,JACKSON CAGE,The River,0
92,TWO HEARTS,The River,0
93,INDEPENDENCE DAY,The River,0
94,HUNGRY HEART,The River,0
95,OUT IN THE STREET,The River,0
96,CRUSH ON YOU,The River,0
97,YOU CAN LOOK (BUT YOU BETTER NOT TOUCH),The River,0
98,I WANNA MARRY YOU,The River,0
99,THE RIVER,The River,0
100,POINT BLANK,The River,0
101,CADILLAC RANCH,The River,0
102,I'M A ROCKER,The River,0
103,FADE AWAY,The River,0
104,STOLEN CAR,The River,0
105,THE PRICE YOU PAY,The River,0
106,DRIVE ALL NIGHT,The River,0
107,WRECK ON THE HIGHWAY,The River,0
108,BE TRUE,The River,1
109,HELD UP WITHOUT A GUN,The River,1
110,CINDY,The River,1
111,ROULETTE,The River,1
112,BRING ON THE NIGHT,The River,1
113,RESTLESS NIGHTS,The River,1
114,DOLLHOUSE,The River,1
115,WHERE THE BANDS ARE,The River,1
116,LOOSE ENDS,The River,1
117,LIVING ON THE EDGE OF THE WORLD,The River,1
118,TAKE 'EM AS THEY COME,The River,1
119,RICKY WANTS A MAN OF HER OWN,The River,1
120,I WANNA BE WITH YOU,The River,1
121,MARY LOU,The River,1
122,FROM SMALL THINGS (BIG THINGS ONE DAY COME),The River,1
123,MEET ME IN THE CITY,The River,1
124,THE MAN WHO GOT AWAY,The River,1
125,LITTLE WHITE LIES,The River,1
126,THE TIME THAT NEVER WAS,The River,1
127,NIGHT FIRE,The River,1
128,WHITETOWN,The River,1
129,CHAIN LIGHTNING,The River,1
130,PARTY LIGHTS,The River,1
131,STRAY BULLET,The River,1
132,MR. OUTSIDE,The River,1
133,NEBRASKA,Nebraska,0
134,ATLANTIC CITY,Nebraska,0
135,MANSION ON THE HILL,Nebraska,0
136,JOHNNY 99,Nebraska,0
137,HIGHWAY PATROLMAN,Nebraska,0
138,STATE TROOPER,Nebraska,0
139,USED CARS,Nebraska,0
140,OPEN ALL NIGHT,Nebraska,0
141,MY FATHER'S HOUSE,Nebraska,0
142,REASON TO BELIEVE,Nebraska,0
143,THE BIG PAYBACK,Nebraska,1
144,BORN IN THE U.S.A. (Outtake),Nebraska,1
145,JOHNNY BYE-BYE,Nebraska,1
146,BORN IN THE U.S.A.,Born In The USA,0
147,COVER ME,Born In The USA,0
148,DARLINGTON COUNTY,Born In The USA,0
149,WORKING ON THE HIGHWAY,Born In The USA,0
150,DOWNBOUND TRAIN,Born In The USA,0
151,I'M ON FIRE,Born In The USA,0
152,NO SURRENDER,Born In The USA,0
153,BOBBY JEAN,Born In The USA,0
154,I'M GOIN' DOWN,Born In The USA,0
155,GLORY DAYS,Born In The USA,0
156,DANCING IN THE DARK,Born In The USA,0
157,MY HOMETOWN,Born In The USA,0
158,SEEDS,Born In The USA,1
159,MURDER INCORPORATED,Born In The USA,1
160,STAND ON IT,Born In The USA,1
161,MY LOVE WILL NOT LET YOU DOWN,Born In The USA,1
162,PINK CADILLAC,Born In The USA,1
163,NONE BUT THE BRAVE,Born In The USA,1
164,CYNTHIA,Born In The USA,1
165,"JANEY, DON'T YOU LOSE HEART",Born In The USA,1
166,LION'S DEN,Born In The USA,1
167,THIS HARD LAND,Born In The USA,1
168,SHUT OUT THE LIGHT,Born In The USA,1
169,A GOOD MAN IS HARD TO FIND (PITTSBURGH),Born In The USA,1
170,WAGES OF SIN,Born In The USA,1
171,FRANKIE,Born In The USA,1
172,ROCKAWAY THE DAYS,Born In The USA,1
173,CAR WASH,Born In The USA,1
174,TV MOVIE,Born In The USA,1
175,BROTHERS UNDER THE BRIDGES ('8),Born In The USA,1
176,MAN AT THE TOP,Born In The USA,1
177,COUNTY FAIR,Born In The USA,1
178,AIN'T GOT YOU,Tunnel Of Love,0
179,TOUGHER THAN THE REST,Tunnel Of Love,0
180,ALL THAT HEAVEN WILL ALLOW,Tunnel Of Love,0
181,SPARE PARTS,Tunnel Of Love,0
182,CAUTIOUS MAN,Tunnel Of Love,0
183,WALK LIKE A MAN,Tunnel Of Love,0
184,TUNNEL OF LOVE,Tunnel Of Love,0
185,TWO FACES,Tunnel Of Love,0
186,BRILLIANT DISGUISE,Tunnel Of Love,0
187,ONE STEP UP,Tunnel Of Love,0
188,WHEN YOU'RE ALONE,Tunnel Of Love,0
189,VALENTINE'S DAY,Tunnel Of Love,0
190,LUCKY MAN,Tunnel Of Love,1
191,"PART MAN, PART MONKEY",Tunnel Of Love,1
192,TWO FOR THE ROAD,Tunnel Of Love,1
193,THE HONEYMOONERS,Tunnel Of Love,1
194,THE WISH,Tunnel Of Love,1
195,WHEN YOU NEED ME,Tunnel Of Love,1
196,WE ARE THE WORLD,Tunnel Of Love,1
197,WE'VE GOT THE LOVE,Tunnel Of Love,1
198,I AIN'T GOT NO HOME,Tunnel Of Love,1
199,VIGILANTE MAN,Tunnel Of Love,1
200,HUMAN TOUCH,Human Touch,0
201,SOUL DRIVER,Human Touch,0
202,CHANNELS (AND NOTHIN' ON),Human Touch,0
203,CROSS MY HEART,Human Touch,0
204,GLORIA'S EYES,Human Touch,0
205,WITH EVERY WISH,Human Touch,0
206,ROLL OF THE DICE,Human Touch,0
207,REAL WORLD,Human Touch,0
208,ALL OR NOTHIN' AT ALL,Human Touch,0
209,MAN'S JOB,Human Touch,0
210,I WISH I WERE BLIND,Human Touch,0
211,THE LONG GOODBYE,Human Touch,0
212,REAL MAN,Human Touch,0
213,PONY BOY,Human Touch,0
214,VIVA LAS VEGAS,Human Touch,1
215,CHICKEN LIPS AND LIZARD HIPS,Human Touch,1
216,DAYS OUT,Human Touch,1
217,SECRET GARDEN,Human Touch,1
218,TROUBLE IN PARADISE,Human Touch,1
219,SAD EYES,Human Touch,1
220,LEAVIN' TRAIN,Human Touch,1
221,SEVEN ANGELS,Human Touch,1
222,MY LOVER MAN,Human Touch,1
223,WHEN THE LIGHTS GO OUT,Human Touch,1
224,OVER THE RISE,Human Touch,1
225,GOIN' CALI,Human Touch,1
226,LOOSE CHANGE,Human Touch,1
227,TROUBLE RIVER,Human Touch,1
228,ALL THE WAY HOME,Human Touch,1
229,BETTER DAYS,Lucky Town,0
230,LUCKY TOWN,Lucky Town,0
231,LOCAL HERO,Lucky Town,0
232,IF I SHOULD FALL BEHIND,Lucky Town,0
233,LEAP OF FAITH,Lucky Town,0
234,THE BIG MUDDY,Lucky Town,0
235,LIVING PROOF,Lucky Town,0
236,BOOK OF DREAMS,Lucky Town,0
237,SOULS OF THE DEPARTED,Lucky Town,0
238,MY BEAUTIFUL REWARD,Lucky Town,0
239,HAPPY,Lucky Town,1
240,THE GHOST OF TOM JOAD,The Ghost Of Tom Joad,0
241,STRAIGHT TIME,The Ghost Of Tom Joad,0
242,HIGHWAY 9,The Ghost Of Tom Joad,0
243,YOUNGSTOWN,The Ghost Of Tom Joad,0
244,SINALOA COWBOYS,The Ghost Of Tom Joad,0
245,THE LINE,The Ghost Of Tom Joad,0
246,BALBOA PARK,The Ghost Of Tom Joad,0
247,DRY LIGHTNING,The Ghost Of Tom Joad,0
248,THE NEW TIMER,The Ghost Of Tom Joad,0
249,ACROSS THE BORDER,The Ghost Of Tom Joad,0
250,GALVESTON BAY,The Ghost Of Tom Joad,0
251,MY BEST WAS NEVER GOOD ENOUGH,The Ghost Of Tom Joad,0
252,BROTHERS UNDER THE BRIDGE,The Ghost Of Tom Joad,1
253,DEAD MAN WALKIN',The Ghost Of Tom Joad,1
254,AMERICAN SKIN (41 SHOTS),Reunion Tour,1
255,BORN IN THE U.S.A. (Acoustic),Reunion Tour,1
256,LAND OF HOPE AND DREAMS,Reunion Tour,1
257,LONESOME DAY,The Rising,0
258,INTO THE FIRE,The Rising,0
259,WAITIN' ON A SUNNY DAY,The Rising,0
260,NOTHING MAN,The Rising,0
261,COUNTIN' ON A MIRACLE,The Rising,0
262,EMPTY SKY,The Rising,0
263,WORLDS APART,The Rising,0
264,LET'S BE FRIENDS (SKIN TO SKIN),The Rising,0
265,FURTHER ON (UP THE ROAD),The Rising,0
266,THE FUSE,The Rising,0
267,MARY'S PLACE,The Rising,0
268,YOU'RE MISSING,The Rising,0
269,THE RISING,The Rising,0
270,PARADISE,The Rising,0
271,MY CITY OF RUINS,The Rising,0
272,DEVILS & DUST,Devils and Dust,0
273,ALL THE WAY HOME,Devils and Dust,0
274,RENO,Devils and Dust,0
275,LONG TIME COMIN',Devils and Dust,0
276,BLACK COWBOYS,Devils and Dust,0
277,MARIA'S BED,Devils and Dust,0
278,SILVER PALOMINO,Devils and Dust,0
279,JESUS WAS AN ONLY SON,Devils and Dust,0
280,LEAH,Devils and Dust,0
281,THE HITTER,Devils and Dust,0
282,ALL I'M THINKIN' ABOUT,Devils and Dust,0
283,MATAMOROS BANKS,Devils and Dust,0
284,CODE OF SILENCE,Devils and Dust,0
285,CAN'T TEACH AN OLD DOG NEW TRICKS,Devils and Dust,0
286,OLD DAN TUCKER,The Seeger Sessions,0
287,JESSE JAMES,The Seeger Sessions,0
288,MRS. McGRATH,The Seeger Sessions,0
289,O MARY DON'T YOU WEEP,The Seeger Sessions,0
290,JOHN HENRY,The Seeger Sessions,0
291,ERIE CANAL,The Seeger Sessions,0
292,JACOB'S LADDER,The Seeger Sessions,0
293,MY OKLAHOMA HOME,The Seeger Sessions,0
294,EYES ON THE PRIZE,The Seeger Sessions,0
295,SHENANDOAH,The Seeger Sessions,0
296,PAY ME MY MONEY DOWN,The Seeger Sessions,0
297,WE SHALL OVERCOME,The Seeger Sessions,0
298,FROGGIE WENT A COURTIN',The Seeger Sessions,0
299,BUFFALO GALS,The Seeger Sessions,0
300,HOW CAN I KEEP FROM SINGING?,The Seeger Sessions,0
301,HOW CAN A POOR MAN STAND SUCH TIMES AND LIVE?,The Seeger Sessions,0
302,BRING 'EM HOME,The Seeger Sessions,0
303,AMERICAN LAND,The Seeger Sessions,0
304,HOBO'S LULLABY,The Seeger Sessions,1
305,IF I HAD A HAMMER (THE HAMMER SONG),The Seeger Sessions,1
306,LONG WALK HOME,The Seeger Sessions,1
307,ONCE UPON A TIME IN THE WEST,The Seeger Sessions,1
308,RADIO NOWHERE,Magic,0
309,YOU'LL BE COMIN' DOWN,Magic,0
310,LIVIN' IN THE FUTURE,Magic,0
311,YOUR OWN WORST ENEMY,Magic,0
312,GYPSY BIKER,Magic,0
313,GIRLS IN THEIR SUMMER CLOTHES,Magic,0
314,I'LL WORK FOR YOUR LOVE,Magic,0
315,MAGIC,Magic,0
316,LAST TO DIE,Magic,0
317,LONG WALK HOME,Magic,0
318,DEVIL'S ARCADE,Magic,0
319,TERRY'S SONG,Magic,0
320,OUTLAW PETE,Working On A Dream,0
321,MY LUCKY DAY,Working On A Dream,0
322,WORKING ON A DREAM,Working On A Dream,0
323,QUEEN OF THE SUPERMARKET,Working On A Dream,0
324,WHAT LOVE CAN DO,Working On A Dream,0
325,THIS LIFE,Working On A Dream,0
326,GOOD EYE,Working On A Dream,0
327,TOMORROW NEVER KNOWS,Working On A Dream,0
328,LIFE ITSELF,Working On A Dream,0
329,KINGDOM OF DAYS,Working On A Dream,0
330,"SURPRISE, SURPRISE",Working On A Dream,0
331,THE LAST CARNIVAL,Working On A Dream,0
332,THE WRESTLER,Working On A Dream,0
333,A NIGHT WITH THE JERSEY DEVIL,Working On A Dream,1
334,WE TAKE CARE OF OUR OWN,Wrecking Ball,0
335,EASY MONEY,Wrecking Ball,0
336,SHACKLED AND DRAWN,Wrecking Ball,0
337,JACK OF ALL TRADES,Wrecking Ball,0
338,DEATH TO MY HOMETOWN,Wrecking Ball,0
339,THIS DEPRESSION,Wrecking Ball,0
340,WRECKING BALL,Wrecking Ball,0
341,YOU'VE GOT IT,Wrecking Ball,0
342,ROCKY GROUND,Wrecking Ball,0
343,WE ARE ALIVE,Wrecking Ball,0
344,SWALLOWED UP (IN THE BELLY OF THE WHALE),Wrecking Ball,0
345,HIGH HOPES,High Hopes,0
346,HARRY'S PLACE,High Hopes,0
347,JUST LIKE FIRE WOULD,High Hopes,0
348,DOWN IN THE HOLE,High Hopes,0
349,HEAVEN'S WALL,High Hopes,0
350,FRANKIE FELL IN LOVE,High Hopes,0
351,THIS IS YOUR SWORD,High Hopes,0
352,HUNTER OF INVISIBLE GAME,High Hopes,0
353,THE WALL,High Hopes,0
354,DREAM BABY DREAM,High Hopes,0
355,AMERICAN BEAUTY,High Hopes,0
356,MARY MARY,High Hopes,0
357,HURRY UP SUNDOWN,High Hopes,0
358,HEY BLUE EYES,High Hopes,0
359,HITCH HIKIN',Western Stars,0
360,THE WAYFARER,Western Stars,0
361,TUCSON TRAIN,Western Stars,0
362,WESTERN STARS,Western Stars,0
363,SLEEPY JOE'S CAFÉ,Western Stars,0
364,DRIVE FAST (THE STUNTMAN),Western Stars,0
365,CHASIN' WILD HORSES,Western Stars,0
366,SUNDOWN,Western Stars,0
367,SOMEWHERE NORTH OF NASHVILLE,Western Stars,0
368,STONES,Western Stars,0
369,THERE GOES MY MIRACLE,Western Stars,0
370,HELLO SUNSHINE,Western Stars,0
371,MOONLIGHT MOTEL,Western Stars,0
372,I'LL STAND BY YOU,Western Stars,1
373,THAT'S WHAT MAKES US GREAT,Western Stars,1
374,ONE MINUTE YOU'RE HERE,Letter To You,0
375,LETTER TO YOU,Letter To You,0
376,BURNIN' TRAIN,Letter To You,0
377,JANEY NEEDS A SHOOTER,Letter To You,0
378,LAST MAN STANDING,Letter To You,0
379,THE POWER OF PRAYER,Letter To You,0
380,HOUSE OF A THOUSAND GUITARS,Letter To You,0
381,RAINMAKER,Letter To You,0
382,IF I WAS THE PRIEST,Letter To You,0
383,GHOSTS,Letter To You,0
384,SONG FOR ORPHANS,Letter To You,0
385,I'LL SEE YOU IN MY DREAMS,Letter To You,0
386,BABY I (After Credits),Letter To You,0
387,ONLY THE STRONG SURVIVE,Only The Strong Survive,0
388,SOUL DAYS,Only The Strong Survive,0
389,NIGHTSHIFT,Only The Strong Survive,0
390,DO I LOVE YOU (INDEED I DO),Only The Strong Survive,0
391,THE SUN AIN'T GONNA SHINE ANYMORE,Only The Strong Survive,0
392,TURN BACK THE HANDS OF TIME,Only The Strong Survive,0
393,WHEN SHE WAS MY GIRL,Only The Strong Survive,0
394,"HEY, WESTERN UNION MAN",Only The Strong Survive,0
395,I WISH IT WOULD RAIN,Only The Strong Survive,0
396,DON'T PLAY THAT SONG,Only The Strong Survive,0
397,ANY OTHER WAY,Only The Strong Survive,0
398,I FORGOT TO BE YOUR LOVER,Only The Strong Survive,0
399,ROOMS OF GLOOM,Only The Strong Survive,0
400,WHAT BECOMES OF THE BROKENHEARTED,Only The Strong Survive,0
401,Fly Against the Wind,Cover,0
402,Hey Joe,Cover,0
403,It's Too Late,Cover,0
404,The Earth Is Broken,Cover,0
405,Carnival Song,Cover,0
406,Troubadour,Cover,0
407,Inside the Castle Walls,Cover,0
408,If I Needed Someone,Cover,0
409,Rock Me Baby,Cover,0
410,In-A-Gadda-Da-Vida,Cover,0
411,Heavy Bertha,Cover,0
412,Blues Improvisation,Cover,0
413,Sister Theresa,Cover,0
414,Resurrection,Cover,0
415,Garden State Parkway Blues,Cover,0
416,KT88,Cover,0
417,"It Takes a Lot to Laugh, It Takes a Train to Cry",Cover,0
418,Southside Shuffle,Cover,0
419,Goin' Back to Georgia,Cover,0
420,Will You Love Me Tomorrow?,Cover,0
421,Jambalaya (Roll Over),Cover,0
422,Zoom Theme,Cover,0
423,Lady of Boston,Cover,0
424,See See Rider Blues,Cover,0
425,Down the Road Apiece,Cover,0
426,Nothing Can Stop Me,Cover,0
427,"Darkness, Darkness",Cover,0
428,Dance Dance Dance,Cover,0
429,Cherokee Queen,Cover,0
430,You Don't Leave Me No Choice,Cover,0
431,It's All Right,Cover,0
432,Do It With a Feeling,Cover,0
433,Spanish Dreams,Cover,0
434,Gypsy Rider,Cover,0
435,So Much Style,Cover,0
436,Fast Blues,Cover,0
437,Border Guard,Cover,0
438,I Hope I'm True,Cover,0
439,I'm in Love Again,Cover,0
440,Little Queenie,Cover,0
441,"Bright Lights, Big City",Cover,0
442,Jumpin' Jack Flash,Cover,0
443,It's Time to Go Home,Cover,0
444,Route 66,Cover,0
445,"It's All Over Now, Baby Blue",Cover,0
446,Gunslinger,Cover,0
447,Coming Home,Cover,0
448,I'm Your Hoochie Coochie Man,Cover,0
449,Key to the Highway,Cover,0
450,Living Rock and Roll,Cover,0
451,Baby Doll,Cover,0
452,Ain't That Peculiar,Cover,0
453,Bless My Soul,Cover,0
454,The Band's Just Boppin' the Blues,Cover,0
455,I Remember,Cover,0
456,Jeff's Boogie,Cover,0
457,Every Day I Have the Blues,Cover,0
458,Sweet Miss Sally,Cover,0
459,She’s Leaving,Cover,0
460,Sure Can Feel the Pain,Cover,0
461,Walking the Dog,Cover,0
462,Only You Know and I Know,Cover,0
463,She's a Woman,Cover,0
464,No Need,Cover,0
465,Cowboys of the Sea,Cover,0
466,Hollywood Kids,Cover,0
467,All I Want to Do Is Dance,Cover,0
468,Make Up Your Mind,Cover,0
469,Down to Mexico,Cover,0
470,Funk Song,Cover,0
471,Mama I’m Coming Home,Cover,0
472,Them Changes,Cover,0
473,Blues in C,Cover,0
474,Secret to the Blues,Cover,0
475,Satin Doll,Cover,0
476,Bishop Danced,Cover,0
477,Tokyo,Cover,0
478,634-5789,Cover,0
479,"Fun, Fun, Fun",Cover,0
480,Apache,Cover,0
481,The Ball of Kirriemuir,Cover,0
482,Mama Don't Allow No Guitar Picking,Cover,0
483,Let the Four Winds Blow,Cover,0
484,Sentimental Journey,Cover,0
485,Heat Wave,Cover,0
486,Gimme That Wine,Cover,0
487,I Fought the Law,Cover,0
488,Boom Boom,Cover,0
489,Let the Four Winds Blow / I'm Ready,Cover,0
490,You Never Can Tell,Cover,0
491,Then He Kissed Me,Cover,0
492,Cupid,Cover,0
493,A Love So Fine,Cover,0
494,Shout,Cover,0
495,Spanish Harlem,Cover,0
496,Wear My Ring Around Your Neck,Cover,0
497,A Love So Fine / Shout,Cover,0
498,Having a Party,Cover,0
499,Baby It's You,Cover,0
500,A Love So Fine / Soothe Me / Baby Workout / Shout,Cover,0
501,Carol,Cover,0
502,A Love So Fine / Havin' a Party / Shout,Cover,0
503,When You Walk in the Room,Cover,0
504,It's Gonna Work Out Fine,Cover,0
505,Pretty Flamingo,Cover,0
506,Sha La La,Cover,0
507,Ain't Too Proud to Beg,Cover,0
508,Goin' Back,Cover,0
509,It's My Life,Cover,0
510,Raise Your Hand,Cover,0
511,Knock on Wood,Cover,0
512,New Orleans,Cover,0
513,Sea Cruise,Cover,0
514,I Don't Want to Go Home,Cover,0
515,He's Sure the Boy I Love,Cover,0
516,You Can't Sit Down,Cover,0
517,Dear Lady Twist,Cover,0
518,"Twist, Twist Senora",Cover,0
519,School Is In,Cover,0
520,A Fine Fine Boy,Cover,0
521,Walking in the Rain,Cover,0
522,We Gotta Get Out of This Place,Cover,0
523,Action in the Streets,Cover,0
524,Say Goodbye to Hollywood,Cover,0
525,Little Latin Lupe Lu,Cover,0
526,(Your Love Keeps Lifting Me) Higher and Higher,Cover,0
527,Rave On!,Cover,0
528,Heartbreak Hotel,Cover,0
529,Honky Tonk,Cover,0
530,Around and Around,Cover,0
531,Sweet Little Sixteen,Cover,0
532,High School Confidential,Cover,0
533,Lonesome Whistle,Cover,0
534,Chimes of Freedom,Cover,0
535,Hang Up My Rock & Roll Shoes,Cover,0
536,Louie Louie,Cover,0
537,Ready Teddy,Cover,0
538,Preacher's Daughter,Cover,0
539,Auld lang syne,Cover,0
540,Mustang Sally,Cover,0
541,Kansas City,Cover,0
542,I Saw Her Standing There,Cover,0
543,Rock and Roll Music,Cover,0
544,Wedding March,Cover,0
545,Hava Nagila,Cover,0
546,All I Have to Do Is Dream,Cover,0
547,Mother-In-Law,Cover,0
548,Slow Down,Cover,0
549,Stay,Cover,0
550,On Top of Old Smokey,Cover,0
551,Halloween Intro,Cover,0
552,Haunted House,Cover,0
553,Outer Limits,Cover,0
554,Waltz Across Texas,Cover,0
555,"Merry Christmas, Baby",Cover,0
556,Can't Help Falling in Love,Cover,0
557,Follow That Dream,Cover,0
558,Run Through the Jungle,Cover,0
559,Jole Blon,Cover,0
560,Brother John Is Gone,Cover,0
561,This Little Girl,Cover,0
562,Ballad of Easy Rider,Cover,0
563,Deportee (Plane Wreck at Los Gatos),Cover,0
564,Proud Mary,Cover,0
565,Street Fighting Man,Cover,0
566,A Woman's Got the Power,Cover,0
567,Drift Away,Cover,0
568,Wooly Bully,Cover,0
569,"I'm Bad, I'm Nationwide",Cover,0
570,Sugarland,Cover,0
571,When I Grow Up (to Be a Man),Cover,0
572,Travelin' Band,Cover,0
573,Teach Your Children,Cover,0
574,"Oh, Pretty Woman",Cover,0
575,Ruby Baby,Cover,0
576,Money (That's What I Want),Cover,0
577,Fortunate Son,Cover,0
578,Forever Young,Cover,0
579,Bad Moon Rising,Cover,0
580,Remember When the Music,Cover,0
581,Love Me Tender,Cover,0
582,Have Love Will Travel,Cover,0
583,Crying,Cover,0
584,"Theme From New York, New York",Cover,0
585,Lonely Teardrops,Cover,0
586,Blowin' in the Wind,Cover,0
587,Land of 1000 Dances,Cover,0
588,"Get Up, Stand Up",Cover,0
589,Hungarian speech,Cover,0
590,El aparecido,Cover,0
591,What'd I Say,Cover,0
592,Don't Be Cruel,Cover,0
593,Long Tall Sally,Cover,0
594,Red Headed Woman,Cover,0
595,Highway 61 Revisited,Cover,0
596,Ninety-Nine and a Half (Won't Do),Cover,0
597,Rock Ballad,Cover,0
598,Ramblin' Gamblin' Man,Cover,0
599,Achy Breaky Heart,Cover,0
600,Many Rivers to Cross,Cover,0
601,Time Will Tell,Cover,0
602,Satan's Jeweled Crown,Cover,0
603,Whole Lotta Shakin' Goin' On,Cover,0
604,Everybody Needs Somebody to Love,Cover,0
605,Blowin' Down the Road,Cover,0
606,The Lonesome Valley,Cover,0
607,I Have Faith in These Desolate Times,Cover,0
608,Come Together,Cover,0
609,People Get Ready,Cover,0
610,Woman's Got Soul,Cover,0
611,Freddie's Dead,Cover,0
612,Look Into Your Heart,Cover,0
613,Gypsy Woman,Cover,0
614,I Played the Fool,Cover,0
615,Funky Broadway,Cover,0
616,I've Been Working Too Hard,Cover,0
617,Suspicious Minds,Cover,0
618,Blood Brothers,Cover,0
619,I'm Turning Into Elvis (Part 1),Cover,0
620,I'm Turning Into Elvis (Part 2),Cover,0
621,I'm Turning Into Elvis (Part 3),Cover,0
622,I'm Turning Into Elvis,Cover,0
623,Burning Love,Cover,0
624,It's Now or Never,Cover,0
625,Jailhouse Rock,Cover,0
626,Mystery Train,Cover,0
627,Knockin' on Heaven's Door,Cover,0
628,Honky Tonk Women,Cover,0
629,Never Be Enough Time,Cover,0
