Artist,Tour,Date,City,Venue,Song,Position
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Candy's Room,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Darkness on the Edge of Town,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,The E Street Shuffle,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Johnny 99,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Thunder Road,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Born to Run,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Rosalita (Come Out Tonight),22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Glory Days,23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Dancing in the Dark,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,Tenth Avenue Freeze-Out,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,3/29/2023,Detroit,Little Caesars Arena,I'll See You in My Dreams,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Candy's Room,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Trapped,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,The E Street Shuffle,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Johnny 99,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Jungleland,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Thunder Road,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Born to Run,22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Rosalita (Come Out Tonight),23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Glory Days,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Dancing in the Dark,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,Tenth Avenue Freeze-Out,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/1/2023,New York,Madison Square Garden,I'll See You in My Dreams,27
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Candy's Room,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,It's Hard to Be a Saint in the City,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Johnny 99,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,The E Street Shuffle,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Land of Hope and Dreams,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Thunder Road,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Born to Run,22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Rosalita (Come Out Tonight),23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Glory Days,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Dancing in the Dark,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,Tenth Avenue Freeze-Out,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/3/2023,Brooklyn,Barclays Center,I'll See You in My Dreams,27
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Candy's Room,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Atlantic City,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,The E Street Shuffle,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Pay Me My Money Down,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Bobby Jean,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Thunder Road,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Born to Run,22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Rosalita (Come Out Tonight),23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Glory Days,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Dancing in the Dark,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,Tenth Avenue Freeze-Out,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/5/2023,Cleveland,Rocket Mortgage FieldHouse,I'll See You in My Dreams,27
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Lucky Town,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Hungry Heart,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Pay Me My Money Down,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,The E Street Shuffle,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Thunder Road,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Born to Run,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Rosalita (Come Out Tonight),22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Glory Days,23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Dancing in the Dark,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,Tenth Avenue Freeze-Out,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/7/2023,Baltimore,CFG Bank Arena,I'll See You in My Dreams,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Candy's Room,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Mary's Place,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Pay Me My Money Down,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,The E Street Shuffle,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Bobby Jean,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Thunder Road,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Born to Run,22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Rosalita (Come Out Tonight),23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Glory Days,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Dancing in the Dark,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,Tenth Avenue Freeze-Out,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/9/2023,Elmont,UBS Arena,I'll See You in My Dreams,27
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Lucky Town,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Mary's Place,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Trapped,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,The E Street Shuffle,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Thunder Road,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Born in the U.S.A.,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Born to Run,22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Rosalita (Come Out Tonight),23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Glory Days,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Dancing in the Dark,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,Tenth Avenue Freeze-Out,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/11/2023,Elmont,UBS Arena,I'll See You in My Dreams,27
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Local Hero,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,No Surrender,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Ghosts,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Prove It All Night,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Letter to You,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,The Promised Land,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Out in the Street,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Candy's Room,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Kitty's Back,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Nightshift,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Mary's Place,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,The E Street Shuffle,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Last Man Standing,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Backstreets,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Because the Night,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,She's the One,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Wrecking Ball,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,The Rising,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Badlands,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Jersey Girl,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Thunder Road,21
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Born to Run,22
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Rosalita (Come Out Tonight),23
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Glory Days,24
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Dancing in the Dark,25
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,Tenth Avenue Freeze-Out,26
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/14/2023,Newark,Prudential Center,I'll See You in My Dreams,27
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,No Surrender,1
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Ghosts,2
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Letter to You,4
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,The Promised Land,5
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Out in the Street,6
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Candy's Room,7
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Kitty's Back,8
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Nightshift,9
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Human Touch,10
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Mary's Place,11
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,The E Street Shuffle,12
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Pay Me My Money Down,13
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Last Man Standing,14
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Backstreets,15
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Because the Night,16
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,She's the One,17
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Wrecking Ball,18
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,The Rising,19
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Badlands,20
Bruce Springsteen,Springsteen & E Street Band 2023 Tour,4/28/2023,Barcelona,Estadi Olímpic Lluís Companys,Thunder Road,21
